vessel_id,dwt,safety_score,main_engine_fuel_type,FC_me_total,FC_ae_total,FC_ab_total,FC_total,CO2eq,fuel_cost,carbon_cost,monthly_capex,total_monthly,adj_rate,risk_premium,final_cost
10087110,261085,2,DISTILLATE FUEL,213.55222733914667,51.1631874,11.22618416666666,275.9415989058133,927.1439865755468,153175.181552617,74171.51892604375,659582.25,886928.9504786608,0.05,44346.44752393304,931275.3980025938
10134620,209997,5,DISTILLATE FUEL,152.72628153888888,17.297700035,3.784395999999997,173.80837757388886,565.7636498407655,96481.03039126573,45261.09198726124,659582.25,801324.372378527,-0.05,-40066.21861892635,761258.1537596006
10150460,262781,1,DISTILLATE FUEL,130.84079543866667,44.05671798,9.685456,184.58296941866664,615.9860752004215,102462.00632430188,49278.88601603372,659582.25,811323.1423403355,0.1,81132.31423403356,892455.4565743691
10245490,210938,5,DISTILLATE FUEL,177.93707439888752,28.47664684,6.646786666666662,213.06050790555415,693.5777947369298,118269.88793837314,55486.22357895439,659582.25,833338.3615173275,-0.05,-41666.91807586638,791671.4434414611
10324680,181020,3,DISTILLATE FUEL,115.35848718763854,36.68191230316666,9.034713916666664,161.0751134074719,530.0374144974901,89412.79545248764,42402.99315979921,659582.25,791398.0386122868,0.0,0.0,791398.0386122868
10332600,207999,5,DISTILLATE FUEL,146.88299988652085,31.494353253,7.349329166666662,185.72668230618748,604.7557799811925,103096.8813481647,48380.4623984954,659582.25,811059.59374666,-0.05,-40552.979687333005,770506.614059327
10340520,209529,3,DISTILLATE FUEL,91.41922075,31.270197933,7.394507999999996,130.08392668300002,431.26310369893474,72209.58770173331,34501.04829591478,659582.25,766292.8859976481,0.0,0.0,766292.8859976481
10372190,209951,3,DISTILLATE FUEL,235.6258377208445,59.82244911861111,12.181326666666662,307.62961350612227,1003.8274519222448,170765.19845724845,80306.19615377959,659582.25,910653.644611028,0.0,0.0,910653.644611028
10403870,210177,4,DISTILLATE FUEL,112.8651996,27.541425521666664,6.02552133333333,146.43214645499998,477.3599599677056,81284.48449717049,38188.79679741645,659582.25,779055.531294587,-0.02,-15581.11062589174,763474.4206686952
10419710,180391,4,DISTILLATE FUEL,144.46719300174,32.95011751777777,7.709123583333327,185.12643410285108,608.3890550708702,102763.68357049263,48671.124405669616,659582.25,811017.0579761623,-0.02,-16220.341159523246,794796.7168166391
10427630,207999,4,DISTILLATE FUEL,152.42387688000002,34.586839326,8.154547916666663,195.1652641226667,637.2633563048943,108336.23811449228,50981.06850439154,659582.25,818899.5566188839,-0.02,-16377.991132377678,802521.5654865062
10443460,205905,5,LPG (Propane),192.71819966974172,26.361673823611103,5.889435416666664,224.96930891001952,692.5976483010367,151745.38040991384,55407.81186408293,857456.9249999999,1064610.1172739966,-0.05,-53230.50586369983,1011379.6114102968
10459300,210909,4,LPG (Butane),175.43676025367833,27.950532726666665,6.594793333333328,209.98208631367837,652.6358193550052,139438.0096498025,52210.86554840041,890436.0375000001,1082084.912698203,-0.02,-21641.69825396406,1060443.214444239
10554330,210102,4,Methanol,294.784714488418,29.034820474,6.387245333333331,330.20678029575134,535.2164602133414,336438.44291890465,42817.31681706732,857456.9249999999,1236712.684735972,-0.02,-24734.25369471944,1211978.4310412526
10578090,207939,4,Ethanol,176.2760086532319,36.708555572,8.662674999999993,221.64723922523189,500.5143893409244,280292.2098134744,40041.15114727395,791498.7000000001,1111832.0609607485,-0.02,-22236.64121921497,1089595.4197415337
10625600,210909,5,Ammonia,343.0253164028307,31.065810107999997,7.329827999999995,381.4209545108307,141.82647928516303,276524.25411745685,11346.118342813044,923415.15,1211285.5224602695,-0.05,-60564.27612301349,1150721.2463372562
10641440,209485,5,Ammonia,319.65739291171644,34.365145633,8.12637466666666,362.1489132113831,154.1449091777434,261412.143244662,12331.59273421947,923415.15,1197158.8859788813,-0.05,-59857.94429894407,1137300.9416799373
10681030,114563,4,Hydrogen,58.808830208060016,30.38597707483333,7.012071499999999,96.20687878289336,121.73438791593998,373612.63801225007,9738.7510332752,628801.7450000001,1012153.1340455256,-0.02,-20243.06268091051,991910.071364615
10736470,179561,5,LNG,116.7935704545682,21.919756304333333,0.0,138.71332675890153,398.1814167596598,96259.02745182456,31854.513340772784,923415.15,1051528.6907925974,-0.05,-52576.434539629874,998952.2562529676
10776060,261089,4,LNG,174.01311966146423,35.22854322,7.729817749999994,216.97148063146423,626.0132055011235,149135.63233070125,50081.05644008988,923415.15,1122631.838770791,-0.02,-22452.63677541582,1100179.201995375
10831500,208947,4,LNG,100.8951757506,28.577484093888884,6.678379166666662,136.15103901115555,397.0079224503549,92215.0562363664,31760.633796028385,923415.15,1047390.8400323947,-0.02,-20947.81680064789,1026443.0232317467
10847330,208808,5,LNG,119.15266218856002,27.21322877176944,6.365347916666663,152.73123887699612,440.5602855528727,104429.38469551408,35244.82284422981,923415.15,1063089.357539744,-0.05,-53154.4678769872,1009934.8896627568
